"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"26.1","2024-01-17"," 11:20:00 AM","2024-01-17"," 2:42:00 PM","CE","72100","Sell","20","410.00","205.00","","4100.00"
"26.2","2024-01-17"," 11:20:00 AM","2024-01-17"," 11:38:00 AM","PE","72100","Sell","20","381.95","431.95","","-1000.00"
"27","2024-01-18"," 9:20:00 AM","2024-01-18"," 9:31:00 AM","","","","","","","15.17","-1000.00"
"27.1","2024-01-18"," 9:20:00 AM","2024-01-18"," 9:26:00 AM","CE","71100","Sell","20","361.70","411.70","","-1000.00"
"27.2","2024-01-18"," 9:20:00 AM","2024-01-18"," 9:31:00 AM","PE","71100","Sell","20","393.95","393.95","","0.00"
"28","2024-01-18"," 11:20:00 AM","2024-01-18"," 12:23:00 PM","","","","","","","14.87","2173.00"
"28.1","2024-01-18"," 11:20:00 AM","2024-01-18"," 11:59:00 AM","CE","71200","Sell","20","339.70","389.70","","-1000.00"
"28.2","2024-01-18"," 11:20:00 AM","2024-01-18"," 12:23:00 PM","PE","71200","Sell","20","317.25","158.60","","3173.00"
"29","2024-01-19"," 9:20:00 AM","2024-01-19"," 9:35:00 AM","","","","","","","13.84","-1000.00"
"29.1","2024-01-19"," 9:20:00 AM","2024-01-19"," 9:35:00 AM","CE","71800","Sell","20","207.15","207.15","","0.00"
"29.2","2024-01-19"," 9:20:00 AM","2024-01-19"," 9:33:00 AM","PE","71800","Sell","20","133.85","183.85","","-1000.00"
"30","2024-01-19"," 11:20:00 AM","2024-01-19"," 1:20:00 PM","","","","","","","14.00","3.00"
"30.1","2024-01-19"," 11:20:00 AM","2024-01-19"," 1:20:00 PM","CE","71600","Sell","20","131.35","181.35","","-1000.00"
"30.2","2024-01-19"," 11:20:00 AM","2024-01-19"," 12:37:00 PM","PE","71600","Sell","20","100.25","50.10","","1003.00"
"31","2024-01-20"," 9:20:00 AM","2024-01-20"," 3:09:00 PM","","","","","","","13.75","4511.00"
"31.1","2024-01-20"," 9:20:00 AM","2024-01-20"," 3:09:00 PM","CE","71900","Sell","20","551.10","275.55","","5511.00"
"31.2","2024-01-20"," 9:20:00 AM","2024-01-20"," 9:31:00 AM","PE","71900","Sell","20","447.45","497.45","","-1000.00"
"32","2024-01-20"," 11:20:00 AM","2024-01-20"," 3:15:00 PM","","","","","","","13.95","1986.00"
"32.1","2024-01-20"," 11:20:00 AM","2024-01-20"," 3:15:00 PM","CE","71700","Sell","20","564.95","415.65","","2986.00"
"32.2","2024-01-20"," 11:20:00 AM","2024-01-20"," 12:36:00 PM","PE","71700","Sell","20","382.35","432.35","","-1000.00"
"33","2024-01-23"," 9:20:00 AM","2024-01-23"," 10:40:00 AM","","","","","","","13.30","2675.00"
"33.1","2024-01-23"," 9:20:00 AM","2024-01-23"," 10:40:00 AM","CE","72000","Sell","20","367.55","183.80","","3675.00"
"33.2","2024-01-23"," 9:20:00 AM","2024-01-23"," 9:58:00 AM","PE","72000","Sell","20","362.30","412.30","","-1000.00"
"34","2024-01-23"," 11:20:00 AM","2024-01-23"," 11:35:00 AM","","","","","","","13.88","-1000.00"
"34.1","2024-01-23"," 11:20:00 AM","2024-01-23"," 11:35:00 AM","CE","71300","Sell","20","422.50","422.50","","0.00"
"34.2","2024-01-23"," 11:20:00 AM","2024-01-23"," 11:33:00 AM","PE","71300","Sell","20","374.85","424.85","","-1000.00"
"35","2024-01-24"," 9:20:00 AM","2024-01-24"," 9:46:00 AM","","","","","","","15.28","2655.00"
"35.1","2024-01-24"," 9:20:00 AM","2024-01-24"," 9:21:00 AM","CE","70000","Sell","20","416.20","466.20","","-1000.00"
"35.2","2024-01-24"," 9:20:00 AM","2024-01-24"," 9:46:00 AM","PE","70000","Sell","20","365.45","182.70","","3655.00"
"36","2024-01-24"," 11:20:00 AM","2024-01-24"," 11:31:00 AM","","","","","","","14.76","2713.00"
"36.1","2024-01-24"," 11:20:00 AM","2024-01-24"," 11:31:00 AM","CE","70800","Sell","20","371.30","185.65","","3713.00"
"36.2","2024-01-24"," 11:20:00 AM","2024-01-24"," 11:25:00 AM","PE","70800","Sell","20","273.65","323.65","","-1000.00"
"37","2024-01-25"," 9:20:00 AM","2024-01-25"," 9:25:00 AM","","","","","","","14.58","-1339.00"
"37.1","2024-01-25"," 9:20:00 AM","2024-01-25"," 9:25:00 AM","CE","70900","Sell","20","229.35","246.30","","-339.00"
"37.2","2024-01-25"," 9:20:00 AM","2024-01-25"," 9:24:00 AM","PE","70900","Sell","20","210.50","260.50","","-1000.00"
"38","2024-01-25"," 11:20:00 AM","2024-01-25"," 11:24:00 AM","","","","","","","15.04","-1000.00"
"38.1","2024-01-25"," 11:20:00 AM","2024-01-25"," 11:22:00 AM","CE","70500","Sell","20","184.20","234.20","","-1000.00"
"38.2","2024-01-25"," 11:20:00 AM","2024-01-25"," 11:24:00 AM","PE","70500","Sell","20","227.65","227.65","","0.00"
"39","2024-01-29"," 9:20:00 AM","2024-01-29"," 3:15:00 PM","","","","","","","14.89","4142.00"
"39.1","2024-01-29"," 9:20:00 AM","2024-01-29"," 9:21:00 AM","CE","71100","Sell","20","721.85","771.85","","-1000.00"
"39.2","2024-01-29"," 9:20:00 AM","2024-01-29"," 3:15:00 PM","PE","71100","Sell","20","605.75","348.65","","5142.00"
"40","2024-01-29"," 11:20:00 AM","2024-01-29"," 3:15:00 PM","","","","","","","15.19","1995.00"
"40.1","2024-01-29"," 11:20:00 AM","2024-01-29"," 11:31:00 AM","CE","71500","Sell","20","793.90","843.90","","-1000.00"
"40.2","2024-01-29"," 11:20:00 AM","2024-01-29"," 3:15:00 PM","PE","71500","Sell","20","627.85","478.10","","2995.00"
"41","2024-01-30"," 9:20:00 AM","2024-01-30"," 2:32:00 PM","","","","","","","16.22","6673.00"
"41.1","2024-01-30"," 9:20:00 AM","2024-01-30"," 2:32:00 PM","CE","72100","Sell","20","767.25","383.60","","7673.00"
"41.2","2024-01-30"," 9:20:00 AM","2024-01-30"," 9:21:00 AM","PE","72100","Sell","20","631.90","681.90","","-1000.00"
"42","2024-01-30"," 11:20:00 AM","2024-01-30"," 12:48:00 PM","","","","","","","16.05","-1000.00"
"42.1","2024-01-30"," 11:20:00 AM","2024-01-30"," 11:37:00 AM","CE","71600","Sell","20","771.90","821.90","","-1000.00"
"42.2","2024-01-30"," 11:20:00 AM","2024-01-30"," 12:48:00 PM","PE","71600","Sell","20","595.35","595.35","","0.00"
"43","2024-01-31"," 9:20:00 AM","2024-01-31"," 10:34:00 AM","","","","","","","16.39","4716.00"
"43.1","2024-01-31"," 9:20:00 AM","2024-01-31"," 9:28:00 AM","CE","70900","Sell","20","739.25","789.25","","-1000.00"
"43.2","2024-01-31"," 9:20:00 AM","2024-01-31"," 10:34:00 AM","PE","70900","Sell","20","571.60","285.80","","5716.00"
"44","2024-01-31"," 11:20:00 AM","2024-01-31"," 12:28:00 PM","","","","","","","16.07","-1000.00"
"44.1","2024-01-31"," 11:20:00 AM","2024-01-31"," 11:31:00 AM","CE","71600","Sell","20","696.20","746.20","","-1000.00"
"44.2","2024-01-31"," 11:20:00 AM","2024-01-31"," 12:28:00 PM","PE","71600","Sell","20","476.80","476.80","","0.00"
"45","2024-02-01"," 9:20:00 AM","2024-02-01"," 11:03:00 AM","","","","","","","15.96","4516.00"
"45.1","2024-02-01"," 9:20:00 AM","2024-02-01"," 10:09:00 AM","CE","71700","Sell","20","576.05","626.05","","-1000.00"
"45.2","2024-02-01"," 9:20:00 AM","2024-02-01"," 11:03:00 AM","PE","71700","Sell","20","551.60","275.80","","5516.00"
"46","2024-02-01"," 11:20:00 AM","2024-02-01"," 11:34:00 AM","","","","","","","15.78","-1000.00"
"46.1","2024-02-01"," 11:20:00 AM","2024-02-01"," 11:28:00 AM","CE","71800","Sell","20","502.05","552.05","","-1000.00"
"46.2","2024-02-01"," 11:20:00 AM","2024-02-01"," 11:34:00 AM","PE","71800","Sell","20","438.00","438.00","","0.00"
"47","2024-02-02"," 9:20:00 AM","2024-02-02"," 9:23:00 AM","","","","","","","14.26","-1009.00"
"47.1","2024-02-02"," 9:20:00 AM","2024-02-02"," 9:22:00 AM","CE","72400","Sell","20","231.90","281.90","","-1000.00"
"47.2","2024-02-02"," 9:20:00 AM","2024-02-02"," 9:23:00 AM","PE","72400","Sell","20","168.50","168.95","","-9.00"
"48","2024-02-02"," 11:20:00 AM","2024-02-02"," 11:50:00 AM","","","","","","","14.53","-1000.00"
"48.1","2024-02-02"," 11:20:00 AM","2024-02-02"," 11:31:00 AM","CE","72700","Sell","20","306.60","356.60","","-1000.00"
"48.2","2024-02-02"," 11:20:00 AM","2024-02-02"," 11:50:00 AM","PE","72700","Sell","20","82.85","82.85","","0.00"
"49","2024-02-05"," 9:20:00 AM","2024-02-05"," 2:39:00 PM","","","","","","","15.99","-1000.00"
"49.1","2024-02-05"," 9:20:00 AM","2024-02-05"," 9:25:00 AM","CE","72000","Sell","20","693.90","743.90","","-1000.00"
"49.2","2024-02-05"," 9:20:00 AM","2024-02-05"," 2:39:00 PM","PE","72000","Sell","20","655.05","655.05","","0.00"
"50","2024-02-05"," 11:20:00 AM","2024-02-05"," 12:10:00 PM","","","","","","","15.70","-1000.00"
"50.1","2024-02-05"," 11:20:00 AM","2024-02-05"," 11:39:00 AM","CE","72200","Sell","20","651.15","701.15","","-1000.00"
"50.2","2024-02-05"," 11:20:00 AM","2024-02-05"," 12:10:00 PM","PE","72200","Sell","20","620.00","620.00","","0.00"
"51","2024-02-06"," 9:20:00 AM","2024-02-06"," 3:15:00 PM","","","","","","","15.89","3493.00"
"51.1","2024-02-06"," 9:20:00 AM","2024-02-06"," 9:24:00 AM","CE","71700","Sell","20","650.00","700.00","","-1000.00"
"51.2","2024-02-06"," 9:20:00 AM","2024-02-06"," 3:15:00 PM","PE","71700","Sell","20","576.10","351.45","","4493.00"
"52","2024-02-06"," 11:20:00 AM","2024-02-06"," 3:15:00 PM","","","","","","","15.64","1334.00"
"52.1","2024-02-06"," 11:20:00 AM","2024-02-06"," 11:34:00 AM","CE","72000","Sell","20","562.00","612.00","","-1000.00"
"52.2","2024-02-06"," 11:20:00 AM","2024-02-06"," 3:15:00 PM","PE","72000","Sell","20","576.75","460.05","","2334.00"
"53","2024-02-07"," 9:20:00 AM","2024-02-07"," 9:25:00 AM","","","","","","","15.77","-1000.00"
"53.1","2024-02-07"," 9:20:00 AM","2024-02-07"," 9:25:00 AM","CE","72500","Sell","20","498.25","498.25","","0.00"
"53.2","2024-02-07"," 9:20:00 AM","2024-02-07"," 9:22:00 AM","PE","72500","Sell","20","502.70","552.70","","-1000.00"
"54","2024-02-07"," 11:20:00 AM","2024-02-07"," 2:12:00 PM","","","","","","","15.79","-1000.00"
"54.1","2024-02-07"," 11:20:00 AM","2024-02-07"," 2:12:00 PM","CE","72200","Sell","20","519.20","519.20","","0.00"
"54.2","2024-02-07"," 11:20:00 AM","2024-02-07"," 11:32:00 AM","PE","72200","Sell","20","448.90","498.90","","-1000.00"
"55","2024-02-08"," 9:20:00 AM","2024-02-08"," 10:05:00 AM","","","","","","","15.45","-1000.00"
"55.1","2024-02-08"," 9:20:00 AM","2024-02-08"," 10:05:00 AM","CE","72400","Sell","20","395.00","395.00","","0.00"
"55.2","2024-02-08"," 9:20:00 AM","2024-02-08"," 9:43:00 AM","PE","72400","Sell","20","385.00","435.00","","-1000.00"
"56","2024-02-08"," 11:20:00 AM","2024-02-08"," 2:07:00 PM","","","","","","","15.86","-1000.00"
"56.1","2024-02-08"," 11:20:00 AM","2024-02-08"," 11:55:00 AM","CE","71500","Sell","20","442.50","492.50","","-1000.00"
"56.2","2024-02-08"," 11:20:00 AM","2024-02-08"," 2:07:00 PM","PE","71500","Sell","20","291.00","291.00","","0.00"
"57","2024-02-09"," 9:20:00 AM","2024-02-09"," 9:29:00 AM","","","","","","","16.03","1359.00"
"57.1","2024-02-09"," 9:20:00 AM","2024-02-09"," 9:22:00 AM","CE","71300","Sell","20","214.55","264.55","","-1000.00"
"57.2","2024-02-09"," 9:20:00 AM","2024-02-09"," 9:29:00 AM","PE","71300","Sell","20","235.85","117.90","","2359.00"
"58","2024-02-09"," 11:20:00 AM","2024-02-09"," 12:31:00 PM","","","","","","","15.98","316.00"
"58.1","2024-02-09"," 11:20:00 AM","2024-02-09"," 11:41:00 AM","CE","71400","Sell","20","150.30","200.30","","-1000.00"
"58.2","2024-02-09"," 11:20:00 AM","2024-02-09"," 12:31:00 PM","PE","71400","Sell","20","131.60","65.80","","1316.00"
"59","2024-02-12"," 9:20:00 AM","2024-02-12"," 3:15:00 PM","","","","","","","16.02","5344.00"
"59.1","2024-02-12"," 9:20:00 AM","2024-02-12"," 3:15:00 PM","CE","71700","Sell","20","666.35","349.15","","6344.00"
"59.2","2024-02-12"," 9:20:00 AM","2024-02-12"," 9:24:00 AM","PE","71700","Sell","20","553.95","603.95","","-1000.00"
"60","2024-02-12"," 11:20:00 AM","2024-02-12"," 3:15:00 PM","","","","","","","15.86","1919.00"
"60.1","2024-02-12"," 11:20:00 AM","2024-02-12"," 3:15:00 PM","CE","71400","Sell","20","620.15","474.20","","2919.00"
"60.2","2024-02-12"," 11:20:00 AM","2024-02-12"," 11:52:00 AM","PE","71400","Sell","20","530.05","580.05","","-1000.00"
"61","2024-02-13"," 9:20:00 AM","2024-02-13"," 9:58:00 AM","","","","","","","16.24","-1000.00"
"61.1","2024-02-13"," 9:20:00 AM","2024-02-13"," 9:58:00 AM","CE","71300","Sell","20","595.15","595.15","","0.00"
"61.2","2024-02-13"," 9:20:00 AM","2024-02-13"," 9:23:00 AM","PE","71300","Sell","20","547.50","597.50","","-1000.00"
"62","2024-02-13"," 11:20:00 AM","2024-02-13"," 11:34:00 AM","","","","","","","16.22","-1000.00"
"62.1","2024-02-13"," 11:20:00 AM","2024-02-13"," 11:34:00 AM","CE","71500","Sell","20","553.20","553.20","","0.00"
"62.2","2024-02-13"," 11:20:00 AM","2024-02-13"," 11:31:00 AM","PE","71500","Sell","20","471.10","521.10","","-1000.00"
"63","2024-02-14"," 9:20:00 AM","2024-02-14"," 9:54:00 AM","","","","","","","16.00","-1000.00"
"63.1","2024-02-14"," 9:20:00 AM","2024-02-14"," 9:54:00 AM","CE","71000","Sell","20","485.00","485.00","","0.00"
"63.2","2024-02-14"," 9:20:00 AM","2024-02-14"," 9:26:00 AM","PE","71000","Sell","20","441.80","491.80","","-1000.00"
"64","2024-02-14"," 11:20:00 AM","2024-02-14"," 11:45:00 AM","","","","","","","15.76","-1000.00"
"64.1","2024-02-14"," 11:20:00 AM","2024-02-14"," 11:45:00 AM","CE","71100","Sell","20","421.20","421.20","","0.00"
"64.2","2024-02-14"," 11:20:00 AM","2024-02-14"," 11:38:00 AM","PE","71100","Sell","20","431.35","481.35","","-1000.00"
"65","2024-02-15"," 9:20:00 AM","2024-02-15"," 10:17:00 AM","","","","","","","15.31","-1000.00"
"65.1","2024-02-15"," 9:20:00 AM","2024-02-15"," 10:17:00 AM","CE","72000","Sell","20","387.10","387.10","","0.00"
"65.2","2024-02-15"," 9:20:00 AM","2024-02-15"," 9:28:00 AM","PE","72000","Sell","20","363.35","413.35","","-1000.00"
"66","2024-02-15"," 11:20:00 AM","2024-02-15"," 11:52:00 AM","","","","","","","15.50","-1000.00"
"66.1","2024-02-15"," 11:20:00 AM","2024-02-15"," 11:52:00 AM","CE","71900","Sell","20","358.00","358.00","","0.00"
"66.2","2024-02-15"," 11:20:00 AM","2024-02-15"," 11:38:00 AM","PE","71900","Sell","20","324.80","374.80","","-1000.00"
"67","2024-02-16"," 9:20:00 AM","2024-02-16"," 9:22:00 AM","","","","","","","15.28","-1103.00"
"67.1","2024-02-16"," 9:20:00 AM","2024-02-16"," 9:22:00 AM","CE","72300","Sell","20","232.40","237.55","","-103.00"
"67.2","2024-02-16"," 9:20:00 AM","2024-02-16"," 9:21:00 AM","PE","72300","Sell","20","219.75","269.75","","-1000.00"
"68","2024-02-16"," 11:20:00 AM","2024-02-16"," 12:09:00 PM","","","","","","","15.44","-1000.00"
"68.1","2024-02-16"," 11:20:00 AM","2024-02-16"," 12:09:00 PM","CE","72400","Sell","20","110.25","110.25","","0.00"
"68.2","2024-02-16"," 11:20:00 AM","2024-02-16"," 11:44:00 AM","PE","72400","Sell","20","116.05","166.05","","-1000.00"
"69","2024-02-19"," 9:20:00 AM","2024-02-19"," 10:26:00 AM","","","","","","","15.78","-1000.00"
"69.1","2024-02-19"," 9:20:00 AM","2024-02-19"," 10:26:00 AM","CE","72500","Sell","20","601.75","601.75","","0.00"
"69.2","2024-02-19"," 9:20:00 AM","2024-02-19"," 9:46:00 AM","PE","72500","Sell","20","539.45","589.45","","-1000.00"
"70","2024-02-19"," 11:20:00 AM","2024-02-19"," 11:57:00 AM","","","","","","","16.00","-1000.00"
"70.1","2024-02-19"," 11:20:00 AM","2024-02-19"," 11:57:00 AM","CE","72700","Sell","20","606.65","606.65","","0.00"
"70.2","2024-02-19"," 11:20:00 AM","2024-02-19"," 11:33:00 AM","PE","72700","Sell","20","533.75","583.75","","-1000.00"
"71","2024-02-20"," 9:20:00 AM","2024-02-20"," 9:56:00 AM","","","","","","","16.19","-1000.00"
"71.1","2024-02-20"," 9:20:00 AM","2024-02-20"," 9:29:00 AM","CE","72500","Sell","20","550.50","600.50","","-1000.00"
"71.2","2024-02-20"," 9:20:00 AM","2024-02-20"," 9:56:00 AM","PE","72500","Sell","20","519.70","519.70","","0.00"
"72","2024-02-20"," 11:20:00 AM","2024-02-20"," 2:03:00 PM","","","","","","","16.24","-1000.00"
"72.1","2024-02-20"," 11:20:00 AM","2024-02-20"," 12:03:00 PM","CE","72800","Sell","20","509.75","559.75","","-1000.00"
"72.2","2024-02-20"," 11:20:00 AM","2024-02-20"," 2:03:00 PM","PE","72800","Sell","20","538.90","538.90","","0.00"
"73","2024-02-21"," 9:20:00 AM","2024-02-21"," 2:24:00 PM","","","","","","","16.20","3397.00"
